director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
j.j. abrams,chris hemsworth,leonard nimoy,bruce greenwood,action adventure sci-fi,star trek,chris hemsworth leonard nimoy bruce greenwood j.j. abrams action adventure sci-fi box office hit future lifted by the throat star trek vulcan english
sam raimi,j.k. simmons,james franco,kirsten dunst,action adventure fantasy romance,spider-man,j.k. simmons james franco kirsten dunst sam raimi action adventure fantasy romance evil goblin spider spider man superhero english
dean deblois,gerard butler,djimon hounsou,america ferrera,action adventure animation comedy family fantasy,how to train your dragon 2,gerard butler djimon hounsou america ferrera dean deblois action adventure animation comedy family fantasy dragon father son relationship husband wife relationship mother son relationship viking english
alex proyas,gerard butler,elodie yung,bryan brown,action adventure fantasy,gods of egypt,gerard butler elodie yung bryan brown alex proyas action adventure fantasy ancient egypt egypt egyptian egyptian god egyptian goddess english
rob cohen,sam shepard,joe morton,richard roxburgh,action adventure sci-fi thriller,stealth,sam shepard joe morton richard roxburgh rob cohen action adventure sci-fi thriller artificial intelligence box office flop fighter jet navy pilot english
zack snyder,matt frewer,billy crudup,stephen mchattie,action drama mystery sci-fi,watchmen,matt frewer billy crudup stephen mchattie zack snyder action drama mystery sci-fi conspiracy cynicism false promise of the american dream male full frontal nudity male nudity english
richard donner,jet li,rene russo,darlene love,action crime thriller,lethal weapon 4,jet li rene russo darlene love richard donner action crime thriller kung fu lapd martial arts private investigator triad english
ang lee,kevin rankin,regi davis,celia weston,action sci-fi,hulk,kevin rankin regi davis celia weston ang lee action sci-fi 1980s c 130 hercules monster panzer san francisco california english
jon m. chu,channing tatum,dwayne johnson,elodie yung,action adventure sci-fi thriller,g.i. joe: retaliation,channing tatum dwayne johnson elodie yung jon m. chu action adventure sci-fi thriller general gi joe martial arts ninja president english
hironobu sakaguchi,steve buscemi,ming-na wen,jean simmons,action adventure animation fantasy romance sci-fi,final fantasy: the spirits within,steve buscemi ming-na wen jean simmons hironobu sakaguchi action adventure animation fantasy romance sci-fi general military scientist soldier year 2065 english
joe johnston,chris evans,dominic cooper,hayley atwell,action adventure sci-fi,captain america: the first avenger,chris evans dominic cooper hayley atwell joe johnston action adventure sci-fi arctic captain america scientist tesseract war bond english
michael apted,colin salmon,maria grazia cucinotta,desmond llewelyn,action adventure thriller,the world is not enough,colin salmon maria grazia cucinotta desmond llewelyn michael apted action adventure thriller british oil scientist terrorist tycoon english
peter weir,james d'arcy,lee ingleby,david threlfall,action adventure drama history war,master and commander: the far side of the world,james d'arcy lee ingleby david threlfall peter weir action adventure drama history war 1800s napoleonic wars pursuit royal navy ship english
george miller,robin williams,brad pitt,common,animation comedy family musical,happy feet 2,robin williams brad pitt common george miller animation comedy family musical 3d antarctica krill penguin sequel english
louis leterrier,ty burrell,peter mensah,william hurt,action adventure sci-fi,the incredible hulk,ty burrell peter mensah william hurt louis leterrier action adventure sci-fi antidote cure hulk marvel cinematic universe opening action scene english
unknown_director,don johnson,philip michael thomas,john diehl,action crime drama mystery thriller,miami vice            ,don johnson philip michael thomas john diehl unknown_director action crime drama mystery thriller cult tv detective drugs police undercover english
steven spielberg,mark rylance,penelope wilton,rafe spall,adventure family fantasy,the bfg,mark rylance penelope wilton rafe spall steven spielberg adventure family fantasy cannibal evil brother giant london england queen english
alejandro g. iñárritu,leonardo dicaprio,tom hardy,lukas haas,adventure drama thriller western,the revenant,leonardo dicaprio tom hardy lukas haas alejandro g. iñárritu adventure drama thriller western bear attack cauterizing a wound native american revenge survival english
david soren,ryan reynolds,snoop dogg,ben schwartz,adventure animation comedy family sport,turbo,ryan reynolds snoop dogg ben schwartz david soren adventure animation comedy family sport accident freak accident race snail underdog english
gore verbinski,johnny depp,ray winstone,stephen root,adventure animation comedy family western,rango,johnny depp ray winstone stephen root gore verbinski adventure animation comedy family western chameleon lizard sheriff water western town english
eric darnell,benedict cumberbatch,annet mahendru,andy richter,adventure animation comedy family,penguins of madagascar,benedict cumberbatch annet mahendru andy richter eric darnell adventure animation comedy family little girl park spy statue of liberty television van english
paul greengrass,matt damon,edgar ramírez,albert finney,action mystery thriller,the bourne ultimatum,matt damon edgar ramírez albert finney paul greengrass action mystery thriller action hero cia dark past flashback memory english
mark osborne,angelina jolie pitt,wayne knight,dan fogler,action adventure animation comedy family,kung fu panda,angelina jolie pitt wayne knight dan fogler mark osborne action adventure animation comedy family kung fu kung fu master master panda snow leopard english
peyton reed,judy greer,hayley atwell,t.i.,action adventure comedy sci-fi,ant-man,judy greer hayley atwell t.i. peyton reed action adventure comedy sci-fi ant chinatown san francisco heist sabotage vault english
francis lawrence,jennifer lawrence,josh hutcherson,sandra ellis lafferty,adventure sci-fi thriller,the hunger games: catching fire,jennifer lawrence josh hutcherson sandra ellis lafferty francis lawrence adventure sci-fi thriller president snow television tour uprising english
bill condon,robert pattinson,kristen stewart,taylor lautner,adventure drama fantasy romance,the twilight saga: breaking dawn - part 2,robert pattinson kristen stewart taylor lautner bill condon adventure drama fantasy romance battle friend super strength vampire vision english
steven spielberg,tom cruise,lisa ann walter,rick gonzalez,adventure sci-fi thriller,war of the worlds,tom cruise lisa ann walter rick gonzalez steven spielberg adventure sci-fi thriller alien fight storm survival tripod english
michael bay,will smith,henry rollins,jordi mollà,action comedy crime thriller,bad boys ii,will smith henry rollins jordi mollà michael bay action comedy crime thriller cuba dea drugs money undercover english
chris miller,salma hayek,constance marie,amy sedaris,action adventure animation comedy family fantasy,puss in boots,salma hayek constance marie amy sedaris chris miller action adventure animation comedy family fantasy betrayal egg friend goose hero english
phillip noyce,angelina jolie pitt,andre braugher,august diehl,action crime mystery thriller,salt,angelina jolie pitt andre braugher august diehl phillip noyce action crime mystery thriller cia on the run russian russian spy strong female lead english
darren aronofsky,anthony hopkins,emma watson,logan lerman,action adventure drama,noah,anthony hopkins emma watson logan lerman darren aronofsky action adventure drama ark flood noah's ark water wrath of god english
steven spielberg,toby jones,mackenzie crook,tony curran,action adventure family mystery,the adventures of tintin,toby jones mackenzie crook tony curran steven spielberg action adventure family mystery captain morocco ship tintin treasure english
alfonso cuarón,daniel radcliffe,gary oldman,rupert grint,adventure family fantasy mystery,harry potter and the prisoner of azkaban,daniel radcliffe gary oldman rupert grint alfonso cuarón adventure family fantasy mystery magic muggle serial killer traitor wizard english
baz luhrmann,essie davis,bryan brown,eddie baroo,adventure drama romance war,australia,essie davis bryan brown eddie baroo baz luhrmann adventure drama romance war australia cattle darwin drover japanese english
m. night shyamalan,will smith,zoë kravitz,glenn morshower,action adventure sci-fi,after earth,will smith zoë kravitz glenn morshower m. night shyamalan action adventure sci-fi box office flop father son team fear race against time real life father and son playing father and son english
