director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,plot_keywords,language,comb
hoyt yeatman,kelli garner,piper mackenzie harris,niecy nash,action adventure animation comedy family fantasy sci-fi,g-force,fbi director guinea pig household appliance secret agent talking mouse,english,kelli garner piper mackenzie harris niecy nash hoyt yeatman action adventure animation comedy family fantasy sci-fi fbi director guinea pig household appliance secret agent talking mouse english
jonathan liebesman,liam neeson,edgar ramírez,lily james,action adventure fantasy,wrath of the titans,ares hades titan underworld zeus,english,liam neeson edgar ramírez lily james jonathan liebesman action adventure fantasy ares hades titan underworld zeus english
tim burton,johnny depp,chloë grace moretz,christopher lee,comedy fantasy horror,dark shadows,camera shot of feet cartoon on tv female stockinged feet female stockinged soles foot closeup,english,johnny depp chloë grace moretz christopher lee tim burton comedy fantasy horror camera shot of feet cartoon on tv female stockinged feet female stockinged soles foot closeup english
christopher mcquarrie,tom cruise,jeremy renner,sean harris,action adventure thriller,mission: impossible - rogue nation,capture computer hacker mission rogue agent spy,english,tom cruise jeremy renner sean harris christopher mcquarrie action adventure thriller capture computer hacker mission rogue agent spy english
joe johnston,anthony hopkins,simon merrells,art malik,drama fantasy horror thriller,the wolfman,asylum death full moon transformation werewolf,english,anthony hopkins simon merrells art malik joe johnston drama fantasy horror thriller asylum death full moon transformation werewolf english
david yates,christoph waltz,alexander skarsgård,casper crump,action adventure drama romance,the legend of tarzan,africa capture jungle male objectification tarzan,english,christoph waltz alexander skarsgård casper crump david yates action adventure drama romance africa capture jungle male objectification tarzan english
steve hickner,matthew broderick,oprah winfrey,rip torn,adventure animation comedy family,bee movie,bee dream sequence egg scatological humor squashed bug,english,matthew broderick oprah winfrey rip torn steve hickner adventure animation comedy family bee dream sequence egg scatological humor squashed bug english
jennifer yuh nelson,angelina jolie pitt,gary oldman,mike bell,action adventure animation comedy family,kung fu panda 2,china kung fu panda peacock tigress,english,angelina jolie pitt gary oldman mike bell jennifer yuh nelson action adventure animation comedy family china kung fu panda peacock tigress english
m. night shyamalan,seychelle gabriel,noah ringer,aasif mandvi,action adventure family fantasy,the last airbender,avatar fire kingdom tribe water,english,seychelle gabriel noah ringer aasif mandvi m. night shyamalan action adventure family fantasy avatar fire kingdom tribe water english
j.j. abrams,philip seymour hoffman,tom cruise,eddie marsan,action adventure thriller,mission: impossible iii,arms dealer fictional government agency mission rescue vatican,english,philip seymour hoffman tom cruise eddie marsan j.j. abrams action adventure thriller arms dealer fictional government agency mission rescue vatican english
roland emmerich,channing tatum,jake weber,matt craven,action drama thriller,white house down,black u.s. president president secret service tour white house,english,channing tatum jake weber matt craven roland emmerich action drama thriller black u.s. president president secret service tour white house english
simon wells,elisabeth harnois,dan fogler,tom everett scott,action adventure animation comedy family sci-fi,mars needs moms,boy martian rescue robot sexism,english,elisabeth harnois dan fogler tom everett scott simon wells action adventure animation comedy family sci-fi boy martian rescue robot sexism english
david bowers,hugh jackman,kate winslet,david suchet,adventure animation comedy family,flushed away,boat frog rat sewer toad,english,hugh jackman kate winslet david suchet david bowers adventure animation comedy family boat frog rat sewer toad english
rob minkoff,ty burrell,zach callison,karan brar,adventure animation comedy family sci-fi,mr. peabody & sherman,dog father son relationship inventor talking dog time travel,english,ty burrell zach callison karan brar rob minkoff adventure animation comedy family sci-fi dog father son relationship inventor talking dog time travel english
wolfgang petersen,brad pitt,orlando bloom,julian glover,adventure,troy,greek mythology prince trojan troy,english,brad pitt orlando bloom julian glover wolfgang petersen adventure greek mythology prince trojan troy english
eric darnell,jada pinkett smith,martin short,cedric the entertainer,adventure animation comedy family,madagascar 3: europe's most wanted,animal circus island name in title lemur penguin,english,jada pinkett smith martin short cedric the entertainer eric darnell adventure animation comedy family animal circus island name in title lemur penguin english
lee tamahori,toby stephens,colin salmon,rick yune,action adventure thriller,die another day,catfight clinic colonel diamond patricide,english,toby stephens colin salmon rick yune lee tamahori action adventure thriller catfight clinic colonel diamond patricide english
michael bay,bruce willis,steve buscemi,will patton,action adventure sci-fi thriller,armageddon,asteroid astronaut bomb meteorite outer space,english,bruce willis steve buscemi will patton michael bay action adventure sci-fi thriller asteroid astronaut bomb meteorite outer space english
barry sonnenfeld,will smith,rosario dawson,rip torn,action adventure comedy family fantasy mystery sci-fi,men in black ii,alien lingerie lingerie model m.i.b. pug,english,will smith rosario dawson rip torn barry sonnenfeld action adventure comedy family fantasy mystery sci-fi alien lingerie lingerie model m.i.b. pug english
robert zemeckis,robin wright,anthony hopkins,sebastian roché,action adventure animation fantasy,beowulf,creature demon king reward warrior,english,robin wright anthony hopkins sebastian roché robert zemeckis action adventure animation fantasy creature demon king reward warrior english
alessandro carloni,j.k. simmons,angelina jolie pitt,wayne knight,action adventure animation comedy family,kung fu panda 3,china kung fu panda pig village,english,j.k. simmons angelina jolie pitt wayne knight alessandro carloni action adventure animation comedy family china kung fu panda pig village english
brad bird,tom cruise,jeremy renner,michael nyqvist,action adventure thriller,mission: impossible - ghost protocol,dubai kremlin race against time russian terrorist,english,tom cruise jeremy renner michael nyqvist brad bird action adventure thriller dubai kremlin race against time russian terrorist english
peter ramsey,hugh jackman,kamil mcfadden,khamani griffin,adventure animation family fantasy,rise of the guardians,belief box office hit children new york city tooth,english,hugh jackman kamil mcfadden khamani griffin peter ramsey adventure animation family fantasy belief box office hit children new york city tooth english
dean parisot,john michael higgins,richard burgi,david herman,comedy crime,fun with dick and jane,animal abuse ceo heist suburb unemployment,english,john michael higgins richard burgi david herman dean parisot comedy crime animal abuse ceo heist suburb unemployment english
edward zwick,tom cruise,tony goldwyn,chad lindberg,action drama history war,the last samurai,captain emperor honor japan samurai,english,tom cruise tony goldwyn chad lindberg edward zwick action drama history war captain emperor honor japan samurai english
j.j. abrams,chris hemsworth,leonard nimoy,bruce greenwood,action adventure sci-fi,star trek,box office hit future lifted by the throat star trek vulcan,english,chris hemsworth leonard nimoy bruce greenwood j.j. abrams action adventure sci-fi box office hit future lifted by the throat star trek vulcan english
