director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,plot_keywords,language
john mctiernan,tony curran,vladimir kulich,clive russell,action adventure history,the 13th warrior,arab battle combat viking warrior,english
tony gilroy,jeremy renner,scott glenn,stacy keach,action adventure thriller,the bourne legacy,assassin cia drone pill wolf,english
joel schumacher,michael gough,vivica a. fox,john glover,action,batman & robin,butler critically bashed cure freeze gotham,english
ron howard,clint howard,t.j. thyne,molly shannon,comedy family fantasy,how the grinch stole christmas,box office hit christmas materialism public humiliation snowflake,english
roland emmerich,jake gyllenhaal,dennis quaid,sela ward,action adventure sci-fi thriller,the day after tomorrow,climate end of the world global warming natural disaster weather,english
john woo,tom cruise,dougray scott,richard roxburgh,action adventure thriller,mission: impossible ii,cure mission terrorist thief virus,english
wolfgang petersen,karen allen,mary elizabeth mastrantonio,bob gunton,action adventure drama thriller,the perfect storm,death fish fishing sea storm,english
tim story,chris evans,ioan gruffudd,andre braugher,action adventure sci-fi thriller,fantastic 4: rise of the silver surfer,fantastic four space strong female character strong female lead superheroine,english
ang lee,suraj sharma,rafe spall,tabu,adventure drama fantasy,life of pi,animal faith india journey tiger,english
mark steven johnson,nicolas cage,matt long,peter fonda,action fantasy thriller,ghost rider,blackheart devil father ghost mephistopheles,english
paul greengrass,matt damon,riz ahmed,ato essandoh,action thriller,jason bourne,black ops chase cia cia agent repeated scene,english
mcg,demi moore,bernie mac,justin theroux,action adventure comedy crime,charlie's angels: full throttle,fbi murder ring witness protection witness protection program,english
ridley scott,michael fassbender,charlize theron,sean harris,adventure mystery sci-fi,prometheus,cave painting medical scanner planet pregnant with an alien fetus suspended animation,english
rob minkoff,nathan lane,brad garrett,melanie griffith,adventure animation comedy family fantasy,stuart little 2,anthropomorphic mouse falcon marshmallow second part soccer,english
neill blomkamp,matt damon,sharlto copley,alice braga,action drama sci-fi thriller,elysium,christ figure class differences messiah saviour social commentary,english
david twohy,vin diesel,alexa davalos,christina cox,action adventure sci-fi thriller,the chronicles of riddick,bounty hunter escape necromonger planet warrior,english
josé padilha,gary oldman,abbie cornish,jennifer ehle,action crime sci-fi thriller,robocop,law enforcement police robocop robot technology,english
lana wachowski,scott porter,kick gurry,nicholas elia,action family sport,speed racer,based on anime based on cartoon gadget car racer speed,english
james l. brooks,shelley conn,domenick lombardozzi,teyonah parris,comedy drama romance,how do you know,embarrassment falling in love love love triangle revelation,english
james mangold,tom cruise,marc blucas,jordi mollà,action comedy romance,knight and day,chase fbi garage spy surveillance,english
joseph kosinski,morgan freeman,tom cruise,zoë bell,action adventure mystery sci-fi,oblivion,cabin in the woods drone flying through a thunderstorm post apocalypse sex in a pool,english
george lucas,natalie portman,christopher lee,hayden christensen,action adventure fantasy sci-fi,star wars: episode iii - revenge of the sith,elongated cry of no friends become enemies kicked in the butt robotic midwife vision,english
george lucas,natalie portman,christopher lee,hayden christensen,action adventure fantasy sci-fi,star wars: episode ii - attack of the clones,martial arts murdered before giving protagonist information part computer animation prequel prequel to cult film,english
pete docter,steve buscemi,john ratzenberger,james coburn,adventure animation comedy family fantasy,"monsters, inc.",friend little girl monster rival scream,english
james mangold,hugh jackman,tao okamoto,rila fukushima,action adventure sci-fi thriller,the wolverine,healing power marvel comics mecha regeneration self healing,english
george lucas,natalie portman,liam neeson,ian mcdiarmid,action adventure fantasy sci-fi,star wars: episode i - the phantom menace,alien character says i have a bad feeling about this hand to hand combat seven word title wilhelm scream,english
kirk de micco,ryan reynolds,emma stone,nicolas cage,adventure animation comedy family fantasy,the croods,cave caveman journey strict father survival,english
frédéric forestier,alain delon,santiago segura,vanessa hessler,adventure comedy family fantasy,asterix at the olympic games,1st century b.c. lightsaber local blockbuster magical potion potion,french
john woo,nicolas cage,roger willie,noah emmerich,action drama war,windtalkers,code duty steel helmet u.s. marine u.s. soldier,english
cedric nicolas-troyan,chris hemsworth,sam claflin,charlize theron,action adventure drama fantasy,the huntsman: winter's war,based on fairy tale dark fantasy fairy tale second part sequel,english
jonathan liebesman,noel fisher,danny woodburn,jeremy howard,action adventure comedy sci-fi,teenage mutant ninja turtles,18 wheeler mutant ninja sewer turtle,english
alfonso cuarón,phaldut sharma,basher savage,amy warren,adventure drama sci-fi thriller,gravity,box office hit long take sole survivor space space station,english
roger donaldson,jamie renée smith,grant heslov,tzi ma,action adventure thriller,dante's peak,ash escape lava mayor volcano,english
dave green,stephen amell,noel fisher,brad garrett,action adventure comedy sci-fi,teenage mutant ninja turtles: out of the shadows,based on comic book brother brother relationship rat sequel turtle,english
josh trank,tim blake nelson,reg e. cathey,tim heidecker,action adventure sci-fi,fantastic four,box office flop critically bashed portal teleportation troubled production,english
shawn levy,robin williams,rami malek,steve coogan,action adventure comedy family fantasy,night at the museum,chaos museum museum of natural history night watchman watchman,english
brad peyton,dwayne johnson,ioan gruffudd,archie panjabi,action adventure drama thriller,san andreas,disaster movie earthquake journey natural disaster san andreas fault,english
roger spottiswoode,vincent schiavelli,colin salmon,joe don baker,action adventure thriller,tomorrow never dies,ex boyfriend ex girlfriend relationship media tycoon megalomaniac official james bond series world war three,english
roland emmerich,heath ledger,adam baldwin,tom wilkinson,action drama history war,the patriot,american revolution british french hero standoff,english
steven soderbergh,brad pitt,julia roberts,mini anden,crime thriller,ocean's twelve,father daughter relationship heist pretending to be pregnant sequel thief,english
doug liman,brad pitt,angelina jolie pitt,stephanie march,action comedy crime romance thriller,mr. & mrs. smith,assassin marriage secret agent suburb target,english
robert schwentke,kate winslet,theo james,mekhi phifer,adventure sci-fi thriller,insurgent,action heroine falling from height mind control trainhopping truth serum,english
martin scorsese,leonardo dicaprio,adam scott,frances conroy,biography drama,the aviator,1920s aviation fight spruce goose test flight,english
rob letterman,james corden,catherine tate,olly alexander,adventure comedy family fantasy,gulliver's travels,bermuda triangle box office hit shipwrecked travel travel writer,english
michel gondry,christoph waltz,tom wilkinson,chad l. coleman,action comedy crime sci-fi thriller,the green hornet,heir kung fu party playboy superhero,english
unknown_director,george peppard,dirk benedict,dwight schultz,action adventure crime,the a-team            ,1980s cult tv famous opening theme good versus evil hero for hire,english
noam murro,eva green,sullivan stapleton,peter mensah,action drama fantasy war,300: rise of an empire,army commander female rear nudity greek navy,english
raja gosnell,mahadeo shivraj,tim gunn,madison mckinley,adventure animation comedy family fantasy,the smurfs,blue new york new york city no opening credits smurf,english
will finn,steve buscemi,roseanne barr,g.w. bailey,animation comedy family music western,home on the range,cattle cow dairy farm farm rustler,english
robert schwentke,naomi watts,theo james,zoë kravitz,action adventure mystery sci-fi thriller,allegiant,based on young adult novel dystopia genetic experimentation strong female character strong female lead,english
shawn levy,hugh jackman,torey michael adkins,olga fonda,action drama sci-fi sport,real steel,arena boxing boxing movie robot robot battle,english
raja gosnell,jacob tremblay,nancy o'dell,vanessa matsui,adventure animation comedy family fantasy,the smurfs 2,based on cartoon box office hit no opening credits sequel smurf,english
jan de bont,jason patric,temuera morrison,lois chiles,action crime romance thriller,speed 2: cruise control,collision course computer cruise diamonds ship run aground,english
gavin hood,harrison ford,moises arias,aramis knight,action sci-fi,ender's game,alien future manipulation simulation training,english
len wiseman,bruce willis,jonathan sadowski,cyril raffaelli,action adventure thriller,live free or die hard,fbi hacker independence day police terrorist,english
peter jackson,christopher lee,orlando bloom,billy boyd,action adventure drama fantasy,the lord of the rings: the fellowship of the ring,elf hobbit middle earth quest ring,english
